السنة,الربع ,المنطقة ,النشاط الاقتصادي ,عدد المنشآت متناهية الصغر ,عدد المنشآت الصغيرة ,عدد المنشآت المتوسطة ,عدد المنشآت الكبيرة ,عدد المنشآت 
2022,1,مكتب محافظة الخرج,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,2,0,0,0,2
2022,1,مكتب محافظة الخرج,أنشطة التشييد المتخصصة,1019,199,9,1,1228
2022,1,مكتب محافظة الخرج,أنشطة الخدمات الشخصية الأخرى,598,57,1,0,656
2022,1,مكتب محافظة الخرج,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,27,8,0,0,35
2022,1,مكتب محافظة الخرج,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,17,17,0,0,34
2022,1,مكتب محافظة الخرج,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,26,8,2,1,37
2022,1,مكتب محافظة الخرج,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,20,1,0,0,21
2022,1,مكتب محافظة الخرج,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,23,1,0,0,24
2022,1,مكتب محافظة الخرج,أنشطة المنظمات ذات العضوية,13,3,0,0,16
2022,1,مكتب محافظة الخرج,أنشطة النشر,10,3,0,0,13
2022,1,مكتب محافظة الخرج,أنشطة تقديم الخدمات للمباني وتجميل المواقع,209,53,7,0,269
2022,1,مكتب محافظة الخرج,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,1,1,1,0,3
2022,1,مكتب محافظة الخرج,أنشطة خدمات الأطعمة والمشروبات,1007,249,11,0,1267
2022,1,مكتب محافظة الخرج,أنشطة خدمات المعلومات,10,0,0,0,10
2022,1,مكتب محافظة الخرج,أنشطة خدمات دعم التعدين,10,3,0,0,13
2022,1,مكتب محافظة الخرج,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,1255,108,15,1,1379
2022,1,مكتب محافظة الخرج,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,13,10,0,0,23
2022,1,مكتب محافظة الخرج,الإقامة,52,12,0,0,64
2022,1,مكتب محافظة الخرج,الأنشطة الإبداعية والفنون وأنشطة الترفيه,5,0,1,0,6
2022,1,مكتب محافظة الخرج,الأنشطة الأخرى للتعدين واستغلال المحاجر,14,3,0,0,17
2022,1,مكتب محافظة الخرج,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,39,6,0,0,45
2022,1,مكتب محافظة الخرج,الأنشطة الإيجارية,606,31,1,0,638
2022,1,مكتب محافظة الخرج,الأنشطة البيطرية,9,3,0,0,12
2022,1,مكتب محافظة الخرج,الأنشطة الرياضية وأنشطة التسلية والترفيه,31,12,0,0,43
2022,1,مكتب محافظة الخرج,الأنشطة العقارية,86,19,0,1,106
2022,1,مكتب محافظة الخرج,الأنشطة القانونية وأنشطة المحاسبة,5,0,0,0,5
2022,1,مكتب محافظة الخرج,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,2,0,0,0,2
2022,1,مكتب محافظة الخرج,الأنشطة المهنية والعلمية والتقنية الأخرى,11,1,0,0,12
2022,1,مكتب محافظة الخرج,الاتصالات,14,2,1,0,17
2022,1,مكتب محافظة الخرج,التخزين وأنشطة الدعم للنقل,76,9,0,0,85
2022,1,مكتب محافظة الخرج,التعليم,28,11,7,0,46
2022,1,مكتب محافظة الخرج,الحراجة وقطع الأخشاب,2,0,0,0,2
2022,1,مكتب محافظة الخرج,الرعاية مع الإقامة,1,2,0,0,3
2022,1,مكتب محافظة الخرج,الصحة البشرية,16,23,8,2,49
2022,1,مكتب محافظة الخرج,الصرف الصحي,0,1,0,0,1
2022,1,مكتب محافظة الخرج,الصناعة التحويلية الأخرى,9,7,1,0,17
2022,1,مكتب محافظة الخرج,الطباعة واستنساخ وسائط الأعلام المسجّلة,16,4,0,0,20
2022,1,مكتب محافظة الخرج,النقل البري و النقل عبر الأنابيب,909,106,5,1,1021
2022,1,مكتب محافظة الخرج,النقل الجوي,16,5,0,0,21
2022,1,مكتب محافظة الخرج,النقل المائي,12,0,0,0,12
2022,1,مكتب محافظة الخرج,الهندسة المدنية,8,7,1,1,17
2022,1,مكتب محافظة الخرج,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,1567,283,17,1,1868
2022,1,مكتب محافظة الخرج,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,741,220,16,0,977
2022,1,مكتب محافظة الخرج,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,781,127,3,0,911
2022,1,مكتب محافظة الخرج,تجميع المياه ومعالجتها وتوصيلها,10,0,0,1,11
2022,1,مكتب محافظة الخرج,تشييد المباني,1652,476,40,5,2173
2022,1,مكتب محافظة الخرج,تعدين ركازات الفلزات,14,1,0,0,15
2022,1,مكتب محافظة الخرج,توصيل الكهرباء والغاز والبخار وتكييف الهواء,7,5,1,0,13
2022,1,مكتب محافظة الخرج,صناعة الآلات والمعدات غير المصنفة في موضع أخر,18,8,1,0,27
2022,1,مكتب محافظة الخرج,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,21,5,0,0,26
2022,1,مكتب محافظة الخرج,صناعة معدات النقل الأخرى,7,3,1,0,11
2022,1,مكتب محافظة الخرج,صنع الأثاث,58,18,1,1,78
2022,1,مكتب محافظة الخرج,صنع الحواسيب والمنتجات الإلكترونية والبصرية,34,4,0,0,38
2022,1,مكتب محافظة الخرج,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,70,18,1,0,89
2022,1,مكتب محافظة الخرج,صنع الفلزات القاعدية,105,28,3,0,136
2022,1,مكتب محافظة الخرج,صُنع المشروبات,8,5,6,6,25
2022,1,مكتب محافظة الخرج,صنع المعدات الكهربائية,43,13,1,0,57
2022,1,مكتب محافظة الخرج,صُنع الملبوسات,330,36,1,0,367
2022,1,مكتب محافظة الخرج,صُنع المنتجات الجلدية والمنتجات ذات الصلة,4,1,0,0,5
2022,1,مكتب محافظة الخرج,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,3,5,0,0,8
2022,1,مكتب محافظة الخرج,صُنع المنتجات الغذائية,162,59,9,0,230
2022,1,مكتب محافظة الخرج,صُنع المنسوجات,27,9,1,0,37
2022,1,مكتب محافظة الخرج,صُنع المواد الكيميائية والمنتجات الكيميائية,50,17,3,0,70
2022,1,مكتب محافظة الخرج,صُنع الورق ومنتجات الورق,6,3,5,0,14
2022,1,مكتب محافظة الخرج,صنع فحم الكوك والمنتجات النفطية المكررة,0,1,0,0,1
2022,1,مكتب محافظة الخرج,صُنع منتجات التبغ,0,1,0,0,1
2022,1,مكتب محافظة الخرج,صنع منتجات المطاط واللدائن,19,15,5,1,40
2022,1,مكتب محافظة الخرج,صنع منتجات المعادن اللافلزية الأخرى,48,36,11,0,95
2022,1,مكتب محافظة الخرج,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),110,27,4,1,142
2022,1,مكتب محافظة الخرج,صيد الأسماك وتربية المائيات,5,0,0,0,5
2022,1,مكتب محافظة الخرج,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,5,1,0,0,6
2022,1,مكتب محافظة الدوادمي,أبحاث الإعلان والسوق,4,0,0,0,4
2022,1,مكتب محافظة الدوادمي,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,35,10,0,0,45
2022,1,مكتب محافظة الدوادمي,إصلاح وتركيب الآلات والمعدات,13,3,0,0,16
2022,1,مكتب محافظة الدوادمي,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,2,0,0,0,2
2022,1,مكتب محافظة الدوادمي,أنشطة الأمن والتحقيقات,1,0,0,0,1
2022,1,مكتب محافظة الدوادمي,أنشطة الاستخدام,8,0,0,0,8
2022,1,مكتب محافظة الدوادمي,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,3,0,0,0,3
2022,1,مكتب محافظة الدوادمي,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,4,0,0,0,4
2022,1,مكتب محافظة الدوادمي,أنشطة البرمجة والإذاعة,1,1,0,0,2
2022,1,مكتب محافظة الدوادمي,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,1,3,0,0,4
2022,1,مكتب محافظة الدوادمي,أنشطة التشييد المتخصصة,705,118,6,2,831
2022,1,مكتب محافظة الدوادمي,أنشطة الخدمات الشخصية الأخرى,353,32,2,0,387
2022,1,مكتب محافظة الدوادمي,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,20,1,0,0,21
2022,1,مكتب محافظة الدوادمي,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,14,1,1,0,16
2022,1,مكتب محافظة الدوادمي,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,22,6,0,0,28
2022,1,مكتب محافظة الدوادمي,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,8,0,0,0,8
2022,1,مكتب محافظة الدوادمي,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,6,1,0,0,7
2022,1,مكتب محافظة الدوادمي,أنشطة المنظمات ذات العضوية,4,0,0,0,4
2022,1,مكتب محافظة الدوادمي,أنشطة النشر,2,0,0,0,2
2022,1,مكتب محافظة الدوادمي,أنشطة تقديم الخدمات للمباني وتجميل المواقع,712,161,10,1,884
2022,1,مكتب محافظة الدوادمي,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,1,0,0,0,1
2022,1,مكتب محافظة الدوادمي,أنشطة خدمات الأطعمة والمشروبات,592,76,5,0,673
2022,1,مكتب محافظة الدوادمي,أنشطة خدمات المعلومات,4,1,0,0,5
2022,1,مكتب محافظة الدوادمي,أنشطة خدمات دعم التعدين,0,2,0,0,2
2022,1,مكتب محافظة الدوادمي,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,1028,36,0,0,1064
2022,1,مكتب محافظة الدوادمي,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,6,3,0,0,9
2022,1,مكتب محافظة الدوادمي,الإقامة,35,7,1,0,43
2022,1,مكتب محافظة الدوادمي,الأنشطة الإبداعية والفنون وأنشطة الترفيه,4,0,0,0,4
2022,1,مكتب محافظة الدوادمي,الأنشطة الأخرى للتعدين واستغلال المحاجر,2,2,0,0,4
